lat,lon,height,x,y,z
37.5898678,-122.3611751,-30.636896988391875,-2708549.7839609776,-4274390.932492741,3869453.73917711
37.5896956,-122.3609022,-30.6573808054924,-2708535.656519031,-4274413.667419783,3869438.5822305167
37.5895254,-122.3606309,-30.68578356313705,-2708521.5724280896,-4274436.206957172,3869423.596313212
37.5893574,-122.3603615,-30.72112271404266,-2708507.547242844,-4274458.526144613,3869408.799615267
37.5891943,-122.3600914,-30.7605766234994,-2708493.2903556,-4274480.595371764,3869394.431317612
37.5890379,-122.3598183,-30.7495557962358,-2708478.588109001,-4274502.456964667,3869380.683028232
37.5888889,-122.3595408,-30.75609168109297,-2708463.281842196,-4274524.091533722,3869367.5748154055
37.5887486,-122.359258,-30.729536095708607,-2708447.2787892353,-4274545.501176863,3869355.25191046
37.588616,-122.3589709,-30.67569005131721,-2708430.6873345883,-4274566.691924265,3869343.622830709
37.588489,-122.3586826,-30.63474212151766,-2708413.797808652,-4274587.610427472,3869332.478373528
37.5883653,-122.3583941,-30.620606742590667,-2708396.762260922,-4274608.3316336,3869321.6077722907
37.588243,-122.3581038,-30.66052455750108,-2708379.518616962,-4274629.021597845,3869310.827309784
37.588124,-122.3578086,-30.653722206115724,-2708361.8094905023,-4274649.785651563,3869300.3655594373
37.5880128,-122.3575061,-30.61370046696067,-2708343.287047033,-4274670.470852753,3869290.6100574243
37.587909,-122.3571978,-30.59478265142441,-2708324.0546534304,-4274690.992802337,3869281.4924909947
37.5878116,-122.356886,-30.56495856037736,-2708304.3337182486,-4274711.321390102,3869272.944439236
37.5877209,-122.3565736,-30.508835631370545,-2708284.3362670033,-4274731.312679593,3869265.00167816
37.5876375,-122.3562616,-30.463711792469027,-2708264.0993583365,-4274750.860120782,3869257.694228665
37.5875606,-122.3559497,-30.450865747451783,-2708243.6205795575,-4274770.009399579,3869250.9387539225
37.5874897,-122.3556371,-30.461114333033564,-2708222.8622610224,-4274788.833069381,3869244.6968824854
37.5874244,-122.3553227,-30.45335159674287,-2708201.7742630066,-4274807.433512813,3869238.958509511
37.5873653,-122.3550053,-30.43790830889344,-2708180.240938796,-4274825.8262173,3869233.7701045834
37.5873125,-122.3546841,-30.43077405646444,-2708158.1922003934,-4274844.032567867,3869229.13071078
37.5872653,-122.3543595,-30.42457844632864,-2708135.686381581,-4274862.078617467,3869224.983260133
37.5872245,-122.3540329,-30.426412953674795,-2708112.7959496514,-4274879.847689329,3869221.3937878786
37.5871906,-122.3537053,-30.43668055081368,-2708089.5772354533,-4274897.263648395,3869218.4060240947
37.5871624,-122.3533758,-30.423793975949287,-2708066.0199643825,-4274914.458800905,3869215.9336969
37.5871406,-122.3530444,-30.42043287432194,-2708042.0849228245,-4274931.371232508,3869214.0184382866
37.5871255,-122.3527109,-30.41358795189857,-2708017.751841774,-4274948.001941643,3869212.6945689875
37.587115,-122.3523752,-30.39578356283903,-2707993.0925128018,-4274964.480752301,3869211.7819542824
37.5871069,-122.3520374,-30.384134251356123,-2707968.186842247,-4274980.917295094,3869211.0766650443
37.5870996,-122.3516979,-30.368567125678062,-2707943.1269101123,-4274997.390909076,3869210.444125469
37.587092,-122.3513566,-30.34659836500883,-2707917.946156717,-4275013.970890595,3869209.789105607
37.5870836,-122.3510133,-30.32023816755414,-2707892.6469180905,-4275030.693939748,3869209.066404285
37.5870746,-122.3506673,-30.27798119860888,-2707867.174595467,-4275047.589401034,3869208.3006293494
37.5870653,-122.3503186,-30.196321471840143,-2707841.5282851094,-4275064.655849633,3869207.532503648
37.587056,-122.3499675,-30.111321469306944,-2707815.7042093915,-4275081.837805144,3869206.76641528
37.5870469,-122.3496148,-30.02986687231064,-2707789.751893188,-4275099.0814085025,3869206.015754227
37.5870378,-122.3492613,-29.94710413646698,-2707763.740330017,-4275116.363537489,3869205.2658909773
37.5870286,-122.348908,-29.854444412231445,-2707737.7513984307,-4275133.648401118,3869204.5132694244
37.58702,-122.3485551,-29.75312496376037,-2707711.7741403594,-4275150.885684949,3869203.818699949
37.5870117,-122.3482024,-29.6508868175149,-2707685.801218332,-4275168.096816433,3869203.15107577
37.5870033,-122.3478506,-29.553670383632184,-2707659.896834526,-4275185.26761575,3869202.4715934047
37.5869943,-122.3475013,-29.45278557622433,-2707634.2021716502,-4275202.3568870425,3869201.7415784313
37.5869845,-122.347156,-29.35167214775085,-2707608.8349422584,-4275219.302884968,3869200.9413426667
37.5869738,-122.3468147,-29.250784700155258,-2707583.798578492,-4275236.11103037,3869200.0618137727
37.5869625,-122.346476,-29.14257867860794,-2707558.980951094,-4275252.8353798315,3869199.133978678
37.5869514,-122.3461371,-29.02303151768446,-2707534.145861125,-4275269.5651899185,3869198.2306511337
37.5869407,-122.3457967,-28.90523840868473,-2707509.1835091747,-4275286.341686061,3869197.3614335856
37.5869303,-122.345456,-28.80100114220381,-2707484.1820545737,-4275303.105979088,3869196.510332355
37.586921,-122.3451177,-28.723063349872827,-2707459.3085883376,-4275319.676194966,3869195.739934488
37.5869132,-122.3447832,-28.702309885561466,-2707434.63999833,-4275335.942626116,3869195.0665814793
37.5869062,-122.3444523,-28.749906257867814,-2707410.18198609,-4275351.947288236,3869194.4218976544
37.5868981,-122.3441236,-28.85927577197552,-2707385.9016937045,-4275367.869412968,3869193.642789101
37.5868884,-122.3437953,-29.01846095499396,-2707361.6879861793,-4275383.830660692,3869192.6925743087
37.5868786,-122.3434661,-29.1923588026762,-2707337.404411195,-4275399.830167512,3869191.724590229
37.5868687,-122.3431359,-29.36413281860948,-2707313.0506437323,-4275415.883929273,3869190.7491065157
37.5868595,-122.3428045,-29.52483333015442,-2707288.586578686,-4275431.961629863,3869189.841942377
37.5868514,-122.3424705,-29.6701631911993,-2707263.8950814777,-4275448.109416758,3869189.0408990476
37.5868439,-122.3421336,-29.815832439184184,-2707238.9652131484,-4275464.359541524,3869188.2924188473
37.5868361,-122.3417937,-29.93678239989281,-2707213.83272775,-4275480.784978847,3869187.532631371
37.5868274,-122.3414507,-30.038978890150787,-2707188.509360708,-4275497.420774096,3869186.7051274776
37.5868176,-122.3411059,-30.1566368136406,-2707163.084855404,-4275514.194032588,3869185.771447252
37.5868048,-122.3407613,-30.272761551976203,-2707137.784467389,-4275531.130308507,3869184.5748510854
37.5867884,-122.3404183,-30.37877287146449,-2707112.7380313766,-4275548.203519765,3869183.067802256
37.5867718,-122.3400755,-30.482874971866607,-2707087.7144645737,-4275565.279852258,3869181.544327637
37.5867573,-122.3397321,-30.565606713831425,-2707062.579024669,-4275582.278578515,3869180.218583697
37.5867446,-122.339388,-30.60020601403713,-2707037.346459429,-4275599.2394985305,3869179.0805092477
37.5867329,-122.3390431,-30.599134266853333,-2707012.03299599,-4275616.20475076,3869178.0521430243
37.5867219,-122.3386983,-30.579133355855944,-2706986.709563102,-4275633.137763007,3869177.0968880127
37.586712,-122.3383564,-30.563123847424983,-2706961.560908089,-4275649.868022583,3869176.2359437533
37.586703,-122.3380202,-30.605319146573542,-2706936.7802456464,-4275666.238388963,3869175.418652116
37.5866948,-122.3376898,-30.728503401875493,-2706912.3690082855,-4275682.234609264,3869174.622320655
37.5866871,-122.3373636,-30.897429529577494,-2706888.2336065625,-4275697.973039369,3869173.842063624
37.5866793,-122.3370388,-31.096554290354256,-2706864.19340957,-4275713.6306927875,3869173.0345915244
37.5866702,-122.3367112,-31.279801042586566,-2706839.99797548,-4275729.50548267,3869172.122468719
37.5866611,-122.3363797,-31.444595958411693,-2706815.51922855,-4275745.576736912,3869171.221600759
37.5866521,-122.3360448,-31.60026703447104,-2706790.7869035127,-4275761.808863919,3869170.3350929767
37.5866434,-122.3357066,-31.71968975877762,-2706765.8127148957,-4275778.203856216,3869169.497080355
37.5866355,-122.3353654,-31.76776177492738,-2706740.6158208973,-4275794.742439699,3869168.7729491973
37.5866278,-122.3350211,-31.75992731985449,-2706715.2039360525,-4275811.453314258,3869168.1005088086
37.586619,-122.3346741,-31.720165546715258,-2706689.643816905,-4275828.375885611,3869167.35079714
37.5866072,-122.334326,-31.70109352391958,-2706664.101359612,-4275845.508018653,3869166.3246137733
37.5865904,-122.3339802,-31.729060359448194,-2706638.8915446745,-4275862.7858586805,3869164.8299855376
37.5865645,-122.3336389,-31.81240034019948,-2706614.3234730684,-4275880.334430544,3869162.5012311134
37.5865268,-122.3333025,-31.933545042693616,-2706590.532198483,-4275898.3010566505,3869159.1115990267
37.5864779,-122.332972,-32.024360838085414,-2706567.5994938905,-4275916.64980918,3869154.755416926
37.5864177,-122.3326488,-32.08805087518692,-2706545.6320961453,-4275935.318142385,3869149.421934015
37.5863468,-122.332336,-32.10769099396467,-2706524.846799513,-4275954.136642851,3869143.174241387
37.586266,-122.3320366,-32.08092923349142,-2706505.439522959,-4275972.919426502,3869136.0841316218
37.5861759,-122.3317508,-32.05224770927429,-2706487.384618715,-4275991.592956708,3869128.1772403447
37.5860774,-122.3314792,-32.03024675506354,-2706470.690638233,-4276010.071665362,3869119.527474868
37.5859727,-122.3312227,-32.01755575987697,-2706455.343987888,-4276028.185447475,3869110.3267213735
37.5858641,-122.3309789,-32.004587995290755,-2706441.0863523493,-4276045.922536717,3869100.7831133245
37.5857501,-122.3307452,-31.967723232418297,-2706427.788015326,-4276063.507375837,3869090.779129015
37.5856298,-122.3305221,-31.928145662188527,-2706415.5099026244,-4276080.953651284,3869080.2226884193
37.5855031,-122.3303091,-31.903577569365503,-2706404.210811553,-4276098.27884083,3869069.0941840643
37.5853708,-122.3301056,-31.880587996959683,-2706393.822694857,-4276115.474522685,3869057.4721668996
37.5852343,-122.3299118,-31.851700476557017,-2706384.3129659896,-4276132.456177524,3869045.48432757
37.5850948,-122.3297265,-31.80884518945217,-2706375.552046351,-4276149.21725288,3869033.241128913
37.584951,-122.3295458,-31.749845191210508,-2706367.2968575926,-4276166.017789022,3869020.6295589404
37.5848009,-122.3293682,-31.68419685351849,-2706359.5038303114,-4276183.036684334,3869007.4679178772
37.5846452,-122.3291936,-31.64432985728979,-2706352.126413195,-4276200.216905394,3868993.797989422
37.5844856,-122.3290195,-31.65442337206006,-2706344.9062285274,-4276217.5631045075,3868979.754543234
37.5843235,-122.3288436,-31.686277713775635,-2706337.63288264,-4276235.122720512,3868965.4779117694
37.5841591,-122.3286649,-31.75466885614395,-2706330.218234801,-4276252.9216515245,3868950.9766721902
37.5839934,-122.3284825,-31.83980314207077,-2706322.5672960896,-4276270.95845922,3868936.35084966
37.5838276,-122.328297,-31.91380218973756,-2706314.6932166046,-4276289.154827729,3868921.7229917343
37.5836622,-122.3281115,-31.971843903273346,-2706306.811307088,-4276307.338958987,3868907.1400163607
37.5834973,-122.3279287,-31.998762713372702,-2706299.1258918485,-4276325.387757187,3868892.6199688176
37.5833319,-122.3277478,-32.06850327581167,-2706291.582128193,-4276343.346695696,3868878.029794875
37.5831652,-122.3275669,-32.15453585594892,-2706284.078410381,-4276361.369044596,3868863.315311694
37.5830012,-122.3273893,-32.17685528367758,-2706276.7501470386,-4276379.123704774,3868848.877133646
37.5828439,-122.3272195,-32.2213712387383,-2706269.752009097,-4276396.111797198,3868835.014684639
37.5826912,-122.3270549,-32.295123524159195,-2706262.9629857484,-4276412.57153989,3868821.538969128
37.5825416,-122.3268917,-32.346103963196285,-2706256.1757992487,-4276428.80304954,3868808.3497767807
37.5823965,-122.3267326,-32.366402531832456,-2706249.5446510185,-4276444.604015098,3868795.575071062
37.5822552,-122.3265795,-32.404287171423434,-2706243.2162446147,-4276459.892414332,3868783.12384652
37.5821148,-122.3264289,-32.41314375254512,-2706237.054079299,-4276475.030660889,3868770.7694631997
37.5819751,-122.3262787,-32.41118417224288,-2706230.900937889,-4276490.117188815,3868758.483222821
37.5818368,-122.326128,-32.463132985413075,-2706224.6368798553,-4276505.111124134,3868746.2872198275
37.5816998,-122.3259775,-32.52993741834164,-2706218.334322666,-4276520.011276237,3868734.1964775566
37.5815639,-122.3258284,-32.593246414363385,-2706212.0978509635,-4276534.784695715,3868722.2045975523
37.5814283,-122.3256808,-32.67223695418239,-2706205.9557609647,-4276549.459577708,3868710.2295192285
37.5812924,-122.3255332,-32.71412385988236,-2706199.840180028,-4276564.176439382,3868698.2506617336
37.581156,-122.3253849,-32.687608868598936,-2706193.7193617956,-4276579.000742874,3868686.269521659
37.5810197,-122.3252368,-32.65579303050041,-2706187.612024516,-4276593.8134026015,3868674.300388384
37.580883,-122.3250892,-32.65065873962641,-2706181.545105224,-4276608.607430955,3868662.279777865
37.5807442,-122.3249406,-32.64513429188728,-2706175.4796454823,-4276623.569043658,3868650.0746729677
37.5806018,-122.3247883,-32.612279989153144,-2706169.2798188035,-4276638.9296050565,3868637.569566236
37.5804564,-122.3246314,-32.556630707055334,-2706162.854803436,-4276654.694265032,3868624.8144646417
37.5803094,-122.3244707,-32.48066103351116,-2706156.21258642,-4276670.743500382,3868611.930998384
37.5801618,-122.3243087,-32.396753599047656,-2706149.4983278844,-4276686.893739912,3868598.999572779
37.5800139,-122.3241462,-32.32441331112385,-2706142.752616859,-4276703.076976195,3868586.0346795055
37.5798648,-122.3239841,-32.29043189096451,-2706136.0638518822,-4276719.284237636,3868572.9408165216
37.5797145,-122.3238218,-32.30264831724763,-2706129.38392471,-4276735.538612523,3868559.713202724
37.5795624,-122.3236579,-32.31853584986925,-2706122.648069954,-4276751.96902253,3868546.3249979713
37.5794086,-122.3234911,-32.33376270872355,-2706115.757464264,-4276768.634047529,3868532.787639007
37.5792532,-122.3233211,-32.34188657057285,-2706108.6888211705,-4276785.54644976,3868519.1138497298
37.5790951,-122.3231492,-32.347876138150696,-2706101.5768792797,-4276802.70441874,3868505.203843786
37.578934,-122.3229763,-32.35799053153396,-2706094.4970196593,-4276820.078413419,3868491.0274146665
37.5787704,-122.3228015,-32.362557679235934,-2706087.3680612664,-4276837.688818055,3868476.6344390875
37.5786053,-122.3226234,-32.358454682409764,-2706080.050629317,-4276855.546646641,3868462.1147799618
37.5784393,-122.3224424,-32.35311439371109,-2706072.5497136014,-4276873.593708876,3868447.5166795123
37.5782721,-122.3222599,-32.34490840005874,-2706064.981361755,-4276891.782131644,3868432.814742202
37.5781028,-122.3220761,-32.31649545001984,-2706057.4004194615,-4276910.165559932,3868417.9403783134
37.5779314,-122.3218905,-32.27737158751488,-2706049.765536231,-4276928.761247701,3868402.8877953896
37.5777582,-122.3217029,-32.23417602729798,-2706042.0481088064,-4276947.557033771,3868387.679331514
37.5775834,-122.3215136,-32.183938735246656,-2706034.2645483366,-4276966.529297682,3868372.3343890114
37.5774068,-122.3213221,-32.14404077446461,-2706026.3774004066,-4276985.701451521,3868356.8247750476
37.5772289,-122.3211282,-32.0991750715971,-2706018.3601236134,-4277005.064592659,3868341.20380405
37.5770498,-122.3209321,-32.04228850287199,-2706010.2270137058,-4277024.608278026,3868325.4845725303
37.5768694,-122.3207349,-31.99093778255581,-2706002.056359838,-4277044.274516029,3868309.6475769263
37.5766882,-122.3205367,-31.944836695820094,-2705993.8376521883,-4277064.030176128,3868293.7369720587
37.5765069,-122.320338,-31.89439340919256,-2705985.586947189,-4277083.818029839,3868277.820180392
37.5763256,-122.3201408,-31.85624772763252,-2705977.4428738304,-4277103.526756242,3868261.8958508363
37.5761453,-122.319946,-31.80587748074532,-2705969.446823384,-4277123.073078023,3868246.0669002435
37.5759678,-122.319754,-31.711897405445576,-2705961.576824018,-4277142.356172596,3868230.510801638
37.5757931,-122.3195633,-31.59770185175538,-2705953.710992569,-4277161.4312154045,3868215.213290333
37.5756179,-122.3193721,-31.486660118341447,-2705945.8244698127,-4277180.556313301,3868199.869837962
37.5754407,-122.3191797,-31.38324907928705,-2705937.917378944,-4277199.84732081,3868184.345768835
37.5752617,-122.318986,-31.26912521481514,-2705929.9827873274,-4277219.309806276,3868168.66986045
37.5750812,-122.3187901,-31.157579867988822,-2705921.937017998,-4277238.960212175,3868152.860395732
37.5748992,-122.3185925,-31.05000135612488,-2705913.816805023,-4277258.773993638,3868136.9165271497
37.5747157,-122.318394,-30.960979564517736,-2705905.675685128,-4277278.703595758,3868120.829356927
37.5745309,-122.3181935,-30.88685662484169,-2705897.4258509567,-4277298.791977857,3868104.6187077095
37.5743457,-122.317992,-30.821516334414483,-2705889.1119796075,-4277318.944532512,3868088.367476759
37.5741614,-122.3177924,-30.75996053868532,-2705880.9056461286,-4277338.953295968,3868072.193066314
37.5739793,-122.3175954,-30.70649546575546,-2705872.810250201,-4277358.70797281,3868056.2072060113
37.5737998,-122.317401,-30.649639292329542,-2705864.816189235,-4277378.1933772955,3868040.452084942
37.5736233,-122.3172092,-30.5881656139493,-2705856.9095157,-4277397.387454876,3868024.963638846
37.57345,-122.3170193,-30.536290393590928,-2705849.024717082,-4277416.302304934,3868009.7507941537
37.5732788,-122.3168272,-30.507989562749863,-2705840.889588499,-4277435.185108146,3867994.7082679635
37.573108,-122.3166283,-30.5107835765481,-2705832.219033794,-4277454.3452957915,3867979.6819331837
37.5729356,-122.3164241,-30.511990471154448,-2705823.2112379875,-4277473.8483063085,3867964.515785736
37.5727582,-122.3162194,-30.541823939323425,-2705814.3347530398,-4277493.641678514,3867948.8923144066
37.5725745,-122.316016,-30.590287188291548,-2705805.7752239215,-4277513.7214536825,3867932.7032549875
37.5723869,-122.3158128,-30.620864779710768,-2705797.379165243,-4277534.026770441,3867916.1819905494
37.5721981,-122.3156088,-30.622247739434243,-2705788.97902543,-4277554.458003565,3867899.5729261055
37.57201,-122.3154035,-30.576310372591017,-2705780.4764148826,-4277574.942237497,3867883.054251369
37.5718226,-122.3151978,-30.50873369112611,-2705771.9276440493,-4277595.419768191,3867866.6103072977
37.5716351,-122.314993,-30.463701464653013,-2705763.4399904767,-4277615.845363195,3867850.1437785686
37.5714474,-122.3147891,-30.43769102525711,-2705755.0185653567,-4277636.227101651,3867833.6480164146
37.5712592,-122.3145854,-30.434864782869816,-2705746.620197465,-4277656.6124105295,3867817.0940922885
37.5710697,-122.3143815,-30.456195542395115,-2705738.243551598,-4277677.065282238,3867800.4110379177
37.5708797,-122.3141772,-30.472103899002075,-2705729.857286114,-4277697.5692198835,3867783.6872635884
37.5706906,-122.3139724,-30.460929237902164,-2705721.4124656525,-4277718.063384507,3867767.059133065
37.5705028,-122.3137685,-30.438897009253505,-2705712.9922707705,-4277738.447917494,3867750.5519412183
37.5703154,-122.3135652,-30.42790654316544,-2705704.597584328,-4277758.77379102,3867734.073163414
37.5701275,-122.3133611,-30.40082534235716,-2705696.1679343185,-4277779.17676659,3867717.560170734
37.5699386,-122.3131557,-30.37844328433276,-2705687.6752671,-4277799.695125345,3867700.956301514
37.5697488,-122.3129493,-30.34619696378708,-2705679.1445317557,-4277820.318735714,3867684.27923185
37.5695579,-122.3127413,-30.264217846870423,-2705670.555055074,-4277841.11407605,3867667.5356757795
37.5693653,-122.312532,-30.20634983593225,-2705661.9196501775,-4277862.051828134,3867650.627825544
37.5691714,-122.3123212,-30.213514947474003,-2705653.191574279,-4277883.09114537,3867633.5659176316
37.5689768,-122.3121101,-30.25649406331777,-2705644.4510969515,-4277904.1606171625,3867616.4205497378
37.5687827,-122.3119008,-30.3325457418859,-2705635.8127665874,-4277925.094282092,3867599.2989588142
37.5685891,-122.3116925,-30.45527620232105,-2705627.211089805,-4277945.9208038645,3867582.1928496086
37.5683941,-122.311483,-30.59894543558359,-2705618.561436942,-4277966.869978285,3867564.9507702705
37.5681971,-122.3112702,-30.734296169489625,-2705609.741106796,-4277988.094884127,3867547.5377751035
37.5679987,-122.311054,-30.861740364074706,-2705600.7207500897,-4278009.565650503,3867530.0063948706
37.5677985,-122.3108352,-30.99062785026431,-2705591.5706007057,-4278031.2611112585,3867512.315738946
37.5675963,-122.3106144,-31.113534379959106,-2705582.34583265,-4278053.169343457,3867494.4527380867
37.5673922,-122.3103918,-31.223100607365367,-2705573.0608755723,-4278075.2801121855,3867476.430675084
37.5671866,-122.310168,-31.312029878258706,-2705563.749149048,-4278097.547095106,3867458.2891864725
37.5669799,-122.3099437,-31.363412884801622,-2705554.455613428,-4278119.925688158,3867440.073769795
37.5667727,-122.3097192,-31.39229851746559,-2705545.1745904437,-4278142.357328885,3867421.8280330673
37.5665651,-122.309494,-31.407669212281704,-2705535.861322847,-4278164.8538908865,3867403.5552966897
37.5663566,-122.3092683,-31.39358898884058,-2705526.5555780665,-4278187.445200908,3867385.2212890103
37.5661468,-122.3090427,-31.354063608527184,-2705517.3149252865,-4278210.123119113,3867366.7883771267
37.5659363,-122.3088168,-31.348823892593387,-2705508.062489898,-4278232.832203515,3867348.272928336
37.565725,-122.3085899,-31.39684384793044,-2705498.741580235,-4278255.598514841,3867329.6545770275
37.5655129,-122.3083618,-31.42243283736705,-2705489.3693271405,-4278278.482203885,3867310.9794692495
37.5653005,-122.3081324,-31.414701487898828,-2705479.9247917687,-4278301.466692301,3867292.298230793
37.565088,-122.3079019,-31.40066063797473,-2705470.4042300237,-4278324.513002026,3867273.6119887843
37.5648752,-122.3076704,-31.42838060224057,-2705460.8019753937,-4278347.595643743,3867254.8738413937
37.5646621,-122.3074378,-31.445258206009868,-2705451.1328446474,-4278370.75458005,3867236.115858633
37.5644488,-122.3072043,-31.42046324136853,-2705441.421215252,-4278393.995302653,3867217.3656335613
37.5642354,-122.3069703,-31.38617517963052,-2705431.6797056133,-4278417.271646045,3867198.6123451004
37.5640212,-122.3067369,-31.369627425909044,-2705422.004231782,-4278440.553456512,3867179.7778064767
37.5638068,-122.3065046,-31.41814328598976,-2705412.3903845632,-4278463.751106154,3867160.885953144
37.5635929,-122.3062728,-31.459989552557467,-2705402.798436959,-4278486.900952866,3867142.0421012677
37.5633802,-122.306041,-31.462784519791605,-2705393.1794582144,-4278510.008269142,3867123.3275766564
37.5631683,-122.3058104,-31.438280041784047,-2705383.6325449347,-4278533.0313963415,3867104.700024351
37.5629565,-122.3055817,-31.4167626862526,-2705374.222453847,-4278555.957023615,3867086.079396313
37.5627457,-122.305353,-31.418680597305297,-2705364.766097404,-4278578.809695799,3867067.532407402
37.5625365,-122.3051251,-31.415989552021028,-2705355.313401999,-4278601.536115681,3867049.1289422563
37.5623292,-122.3049003,-31.417453731536867,-2705346.021564788,-4278624.004656432,3867030.890052816
37.5621234,-122.3046779,-31.40767966148257,-2705336.859303011,-4278646.2815609155,3867012.789933038
37.5619185,-122.3044553,-31.40631846651435,-2705327.645831828,-4278668.51074119,3866994.7638166
37.5617134,-122.3042328,-31.40103040856124,-2705318.4485569843,-4278690.749206427,3866976.7224491634
37.5615077,-122.3040098,-31.391761750489472,-2705309.2371577346,-4278713.0481975535,3866958.6306713694
37.5613012,-122.3037849,-31.38570055839419,-2705299.911270012,-4278735.480438461,3866940.4665048234
37.5610944,-122.3035573,-31.34550597459078,-2705290.408887819,-4278758.080126229,3866922.296702384
37.5608874,-122.3033264,-31.329741788446903,-2705280.656775507,-4278780.830631806,3866904.0943608666
37.5606783,-122.3030936,-31.298682098686697,-2705270.845005835,-4278803.801123407,3866885.7165337694
37.5604659,-122.3028622,-31.189682098686696,-2705261.289941445,-4278826.9463854395,3866867.0958303213
37.5602494,-122.3026337,-31.149834324419498,-2705252.0702130245,-4278850.142787702,3866848.0721953996
37.5600286,-122.3024092,-31.180875189691783,-2705243.2744633257,-4278873.348666041,3866828.6269716965
37.5598039,-122.3021885,-31.195421457588672,-2705234.910311114,-4278896.609138183,3866808.8486171514
37.5595752,-122.3019714,-31.195360265314577,-2705226.965635976,-4278919.938101346,3866788.727179967
37.5593436,-122.3017565,-31.18288563776016,-2705219.295184287,-4278943.337281479,3866768.3580999672
37.55911,-122.301542,-31.1662677295208,-2705211.7284859135,-4278966.834656188,3866747.8155177375
37.5588742,-122.3013287,-31.122721462488173,-2705204.342167514,-4278990.419157217,3866727.0957242665
37.5586365,-122.3011162,-31.09333937209845,-2705197.078101596,-4279014.064980061,3866706.200063527
37.5583978,-122.3009028,-31.043454302996395,-2705189.7914734776,-4279037.824150712,3866685.2288512485
37.5581582,-122.3006879,-31.023564743518826,-2705182.4124637605,-4279061.685441416,3866664.160102583
37.5579168,-122.3004744,-31.1074617562294,-2705175.1589315184,-4279085.513951074,3866642.8696511434
37.5576734,-122.3002624,-31.173719964474444,-2705168.0970117613,-4279109.397757251,3866621.413915607
37.5574299,-122.3000501,-31.223606530070303,-2705161.0230478216,-4279133.312344864,3866599.95929243
37.557189,-122.2998368,-31.27150447392464,-2705153.7810609364,-4279157.126727892,3866578.734573312
37.5569517,-122.2996222,-31.318607458412647,-2705146.3119918387,-4279180.797087386,3866557.827017978
37.5567177,-122.299407,-31.370050741910937,-2705138.6767932256,-4279204.3040894,3866537.2071035923
37.5564866,-122.2991927,-31.36664030462504,-2705131.027032536,-4279227.639454042,3866516.8757199366
37.5562575,-122.2989805,-31.29895970660448,-2705123.4888611874,-4279250.804303027,3866496.759421157
37.5560297,-122.2987701,-31.32528655576706,-2705115.9981354536,-4279273.746770017,3866476.7001418443
37.5558028,-122.2985607,-31.458626854777336,-2705108.504058973,-4279296.518783827,3866456.654761724
37.5555766,-122.2983515,-31.59217312276364,-2705100.9993564477,-4279319.241123257,3866436.6707876055
37.5553505,-122.2981421,-31.698699994385244,-2705093.487374241,-4279341.985227629,3866416.7120224396
37.5551246,-122.2979325,-31.727134330034254,-2705085.986131695,-4279364.779603591,3866396.81839511
37.5548997,-122.2977224,-31.730629299670458,-2705078.4217894557,-4279387.557050814,3866377.027897081
37.5546768,-122.2975107,-31.76850541880727,-2705070.650915773,-4279410.272569099,3866357.392359769
37.554456,-122.2972977,-31.8116188531816,-2705062.704648764,-4279432.92580638,3866337.9383474635
37.554237,-122.2970839,-31.833227814883,-2705054.6425057184,-4279455.528232022,3866318.655764783
37.5540181,-122.29687,-31.93206862401962,-2705046.5363940024,-4279478.077841956,3866299.3348516645
37.5537979,-122.296656,-32.0767313375473,-2705038.450220711,-4279500.675738986,3866279.871569093
37.5535761,-122.2964415,-32.114071634888646,-2705030.4298203285,-4279523.460588754,3866260.3328616973
37.5533534,-122.2962272,-32.10773284739256,-2705022.475215794,-4279546.316666267,3866240.7415291825
37.5531288,-122.2960147,-32.04275470474362,-2705014.7483942215,-4279569.23564045,3866221.018699082
37.552902,-122.2958044,-32.00011438700557,-2705007.2557749306,-4279592.161515046,3866201.0886173146
37.5526738,-122.2955951,-31.959104501247403,-2704999.8875833577,-4279615.119075089,3866181.0342954034
37.5524446,-122.2953859,-31.899247766971584,-2704992.570811611,-4279638.141660698,3866160.903409049
37.552215,-122.2951753,-31.887885616272687,-2704985.1432080874,-4279661.220650053,3866140.70770813
37.5519854,-122.2949619,-31.93155424544215,-2704977.4829733525,-4279684.394884365,3866120.478405474
37.5517554,-122.2947474,-31.98898954933881,-2704969.749020399,-4279707.634629818,3866100.2054546806
37.5515251,-122.294532,-31.99488751995564,-2704961.9803335555,-4279730.968490184,3866079.9374558483
37.5512945,-122.2943163,-31.981815890192983,-2704954.207933861,-4279754.346313302,3866059.654559135
37.5510637,-122.2941006,-31.937846291184425,-2704946.4556679437,-4279777.756212148,3866039.372833284
37.5508334,-122.2938844,-31.939132806420325,-2704938.6286332086,-4279801.130729166,3866019.1074591763
37.5506035,-122.2936684,-31.99574177920818,-2704930.778467815,-4279824.435788615,3865998.843503341
37.5503736,-122.2934534,-32.00280448639393,-2704923.023804933,-4279847.726775788,3865978.6096826596
37.5501439,-122.2932393,-31.999752230405804,-2704915.3332464737,-4279870.970550238,3865958.399563649
37.5499142,-122.2930258,-32.00978263011575,-2704907.6817860547,-4279894.177164328,3865938.1814098638
37.5496842,-122.2928113,-31.99414383417368,-2704899.9771616175,-4279917.465278338,3865917.952440627
37.5494537,-122.2925952,-31.99750350648165,-2704892.162859823,-4279940.844716996,3865897.6678341473
